Project ID,School ID,Teacher ID,Teacher Project Posted Sequence,Project Type,Project Title,Project Essay,Project Subject Category Tree,Project Subject Subcategory Tree,Project Grade Level Category,Project Resource Category,Project Cost,Project Posted Date,Project Current Status,Project Fully Funded Date
857da1c7b2ce49ff8e1c72a42b671c0e,9ccd547f8c574052805af0e12e3cdad3,f416a7be5d294d1f8fbb6e2870cee2df,1,Teacher-Led,Hands-On Science Adventure,Many of my students come from low income families and sports equipment would make a huge difference.,"Applied Learning, Literacy & Language","Gym & Fitness, Special Needs",Grades 3-5,Sports & Exercise Equipment,$417.07,2013-01-26,Fully Funded,2013-02-27
c99b7f0a1dd84ddaad0bab788f353be6,7d3670939e5e46539bd73ec8d5be5b2e,e2993dac8e09415494abb23add33acaa,1,Teacher-Led,Geography for Every Student,Many of my students come from low income families and sports equipment would make a huge difference.,Music & The Arts,Literature & Writing,Grades 9-12,Technology,$195.01,2015-01-21,Fully Funded,2015-03-18
c12237da0eff4f35a391061e50d5bdc1,608d1aec466c4d68aa76ba76ee2436b8,55aabbcca71447ce8989181ccd6e6718,1,Teacher-Led,Hands-On Science Adventure,This year my goal is to use a classroom set of tablets to build confidence and curiosity in my students.,Special Needs,"Health & Wellness, Environmental Science",Grades 9-12,Supplies,$404.15,2017-05-21,Fully Funded,2017-06-25
dd916bab9b91415bb6baf790415b0d0a,06301dc6fbde4d71bb4ac7fa5d0a54bf,5a4ef8c7985a4c6cbf165bc87df25e3c,1,Teacher-Led,A New Way to Explore STEM,This year my goal is to use a set of calculators to build confidence and curiosity in my students.,Health & Sports,Literacy,Grades 6-8,Trips,$424.33,2014-11-26,Fully Funded,2015-01-20
58c03e4a916c45568227a24fd6963f41,830ba5065ab74f33ae5538dd96d3dcf5,e83100378c1347b0a25ea0874f2dbd90,1,Teacher-Led,Sensory Learning for Every Student,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,Literacy & Language,"Performing Arts, Visual Arts",Grades 3-5,Books,$242.70,2017-12-14,Fully Funded,2018-01-03
b6219ccbbd2e495fb66ed7f1fc958ef9,f953c7fb4ee24536b155928cf8f0fd68,4f5466a5e88f464c829d4f2a43a93e9b,1,Teacher-Led,Bringing Writing to Life,"With a classroom library, my students will be able to engage more deeply with the material.",Math & Science,Literacy,Grades 9-12,Sports & Exercise Equipment,$289.16,2017-10-24,Fully Funded,2017-12-22
a8cbd8189a1c44deb060c6c33cdea4da,48076964de67409398069ff9baf51fad,7755409e8dbb4fa7958f5b5c4672d0a5,1,Teacher-Led,Building Skills in Writing,Many of my students come from low income families and a classroom set of tablets would make a huge difference.,Applied Learning,"Environmental Science, Literacy",Grades 3-5,Sports & Exercise Equipment,$464.11,2017-12-11,Expired,
cdfb95cb20f74859b40302b3f0807b43,37d28a67b93f487688ff6256ec6727c3,53951b16efec43d19114f4eda77479a2,2,Teacher-Led,Bringing Robotics to Life,Our classroom is full of eager learners who would benefit greatly from art supplies.,Health & Sports,"Performing Arts, Special Needs",Grades 6-8,Instructional Technology,$207.26,2015-04-18,Fully Funded,2015-04-28
74f09137c3bd4338ba62e0cdbf46ddea,ab7eca32613a406eb1013d575d5b697a,adeb4b1d679b4374a257d4facac6b1ca,1,Student-Led,History for Every Student,My students need a robotics kit to help them succeed in the classroom this year.,Care & Hunger,"Gym & Fitness, Mathematics",Grades 9-12,Trips,$261.82,2015-10-05,Fully Funded,2015-11-21
5765f8deedc5404fba977728fc8f3b84,56894b65fba04285b94c02268ce50035,fa44b7bf0aea4eea83d7bad47d84083a,1,Teacher-Led,A New Way to Explore Robotics,My students need flexible seating options to help them succeed in the classroom this year.,"Special Needs, Music & The Arts",Gym & Fitness,Grades 6-8,Books,$490.91,2017-10-19,Fully Funded,2017-11-01
de3bf72f75e8400ea0f3a50e39c58b53,7494c8556b3b462d8736881374b2faee,b628eb23b9a54e29a3e05936b7da3edd,1,Teacher-Led,Math for Every Student,My students need a robotics kit to help them succeed in the classroom this year.,Literacy & Language,Gym & Fitness,Grades 9-12,Supplies,$399.29,2015-01-23,Fully Funded,2015-03-14
a0506137eac944b0a4c16ff3a5d45dd6,c84d5d9ca097427aa89203e131632e23,cbf20d833e1640578fd049d333a9639f,1,Teacher-Led,Empowering Learners through STEM,My students need art supplies to help them succeed in the classroom this year.,"Applied Learning, Music & The Arts","Mathematics, Literacy",Grades 6-8,Supplies,$180.57,2017-05-08,Fully Funded,2017-05-25
674c2d46b1fa4e5197a9244c5a3a3757,39b6b1939c8b46bcbe7da6b80eafc24d,47b45b067b0a42028329e17f58c69fed,1,Teacher-Led,Building Skills in Science,Our classroom is full of eager learners who would benefit greatly from new books.,Applied Learning,Health & Wellness,Grades 3-5,Sports & Exercise Equipment,$346.29,2017-09-10,Fully Funded,2017-09-29
b70729c9bccf43498dc07e6934bb0e95,897e1f8684794cf69f00593eb91ccc55,8cefa50ce09a4cc897316e1c9f2a3e50,1,Student-Led,Bringing Physical Education to Life,Many of my students come from low income families and headphones for reading stations would make a huge difference.,"Math & Science, Care & Hunger",Environmental Science,Grades 9-12,Sports & Exercise Equipment,$81.29,2017-12-07,Fully Funded,2017-12-20
e72cb5b4d22e43fd8dc3af4a6b2670d7,3d6b1528fb3347ee86a24688bfd395f4,6ce2560d49874b2987edd9e755141a86,1,Teacher-Led,Empowering Learners through Robotics,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,"Care & Hunger, Applied Learning","Applied Sciences, Special Needs",Grades 9-12,Trips,$145.77,2013-05-02,Fully Funded,2013-05-03
71a739a1be1b4efab441d5cf412ca630,cc93a95123814e20b651974f7485c37f,79d3b4b7280c4707956a283613e00707,1,Teacher-Led,Building Skills in Robotics,Many of my students come from low income families and a robotics kit would make a huge difference.,"Math & Science, Care & Hunger",Health & Wellness,Grades 3-5,Instructional Technology,$125.80,2013-04-30,Live,
84f5d7d743d84d0f881cad81ddf5cf13,1b1aa9168ff54ea7bbf6abf0c06f3fe9,50ab49d71a6f4964a5b1c7a4b18bf979,1,Teacher-Led,A New Way to Explore Art,Many of my students come from low income families and science kits would make a huge difference.,Music & The Arts,"Performing Arts, Literacy",Grades 6-8,Books,$164.98,2018-03-31,Live,
a9140ed24d094bc4ac7270c89fb1f556,68c08688bd3d4c988b74e3eed81fda99,68498e240bda4e259af54a5cd0df29f1,2,Teacher-Led,Bringing Writing to Life,Many of my students come from low income families and a set of calculators would make a huge difference.,Health & Sports,"Mathematics, Environmental Science",Grades PreK-2,Books,$328.55,2014-03-05,Fully Funded,2014-04-11
165b57cd40b74e7fbd8512965872bfb8,4e414728d01b4199b5000159ec383109,a054e2d564de4efd93297d4538b36494,1,Teacher-Led,Empowering Learners through Music,This year my goal is to use art supplies to build confidence and curiosity in my students.,"Math & Science, Special Needs","Performing Arts, Literacy",Grades 9-12,Supplies,$259.60,2015-08-07,Fully Funded,2015-09-01
7a16a706c64940adb10927a4e0210a6f,3d359ffec27344388ee459d6228ca11d,7e56038428eb498a913e7af0e4d97cd5,1,Teacher-Led,Growing Minds with Reading,This year my goal is to use a classroom library to build confidence and curiosity in my students.,"Special Needs, Applied Learning","Literacy, Special Needs",Grades 9-12,Art Supplies,$321.58,2014-04-01,Fully Funded,2014-05-05
9319676168794922932145da7786898c,a0f876afcdfa4efaa903af692a07f8c3,1a869af6b7f640338afcc84471611997,1,Teacher-Led,Building Skills in Writing,Many of my students come from low income families and a set of calculators would make a huge difference.,"Music & The Arts, Care & Hunger","Special Needs, Health & Wellness",Grades 9-12,Trips,$378.17,2016-11-24,Fully Funded,2016-12-26
8632629ffbe64381b493e4c64a3c684b,7a9a6b9f57d64ebbb2b9817e9ed1b559,bc972a6413944e098c5a4ca94923d23c,1,Teacher-Led,Growing Minds with Physical Education,"With science kits, my students will be able to engage more deeply with the material.","Math & Science, Applied Learning","Literature & Writing, Applied Sciences",Grades PreK-2,Art Supplies,$322.93,2017-04-06,Fully Funded,2017-04-25
f30f105ecd79444db5e9856c5789b17e,5d47e906c6254157bc01a769c04ae9bc,dbacbae3c0b74254880bef33cb48448b,1,Teacher-Led,A New Way to Explore Geography,Many of my students come from low income families and science kits would make a huge difference.,Applied Learning,Applied Sciences,Grades 3-5,Trips,$420.70,2014-05-02,Expired,
2ff7e6bbcaad498dbb24a1e874f0fd8f,c451250309324bec9f268ea8790cdea4,c3609e6c0dd14311b6bd4c285db3cf52,1,Teacher-Led,Bringing Reading to Life,This year my goal is to use art supplies to build confidence and curiosity in my students.,"Health & Sports, Applied Learning",Performing Arts,Grades PreK-2,Supplies,$202.02,2014-05-01,Expired,
2f887d837de94a18a5c3a478f5b3028b,7addefdcc9b84fa39e40b56e1ba18f1e,37c3e3a574264b17868ae6c38f16663f,1,Teacher-Led,A New Way to Explore Flexible Seating,My students need a classroom library to help them succeed in the classroom this year.,Music & The Arts,Health & Wellness,Grades 3-5,Supplies,$244.50,2013-11-19,Fully Funded,2013-12-22
5cc6605bbdaa4f64b86b1378e672e79e,fa7fb4dbd269489cae8a793c0a87dc33,f3b84f1c4d1e4cee8c843a068f8409ca,1,Teacher-Led,Hands-On Physical Education Adventure,This year my goal is to use a set of calculators to build confidence and curiosity in my students.,Math & Science,"Gym & Fitness, Applied Sciences",Grades 9-12,Sports & Exercise Equipment,$230.93,2017-06-01,Fully Funded,2017-07-28
a9557a9a545148eca755378d6aca93e3,2528c12852254c87bb3af3c8cf5784cd,c37bbe02f99d45d2a5f068f6ebc73b34,3,Teacher-Led,Bringing Coding to Life,"With a classroom library, my students will be able to engage more deeply with the material.","Literacy & Language, Applied Learning",Mathematics,Grades PreK-2,Art Supplies,$251.73,2016-12-31,Fully Funded,2017-01-02
91279a48761a40a48c34e1b52cdb897d,0bbb2ea585ee4563848afaab85b615f5,7ee28e298c624c908bc53a31dfb27ba3,1,Teacher-Led,Building Skills in Reading,My students need headphones for reading stations to help them succeed in the classroom this year.,Math & Science,Health & Wellness,Grades 6-8,Visitors,$926.98,2016-03-06,Expired,
72f419e8034b407cacc1a5126103e2a8,b987172e646345608527b5e6f726f4cc,6d50f6e0c40241d7a2c71a4ef07c8339,2,Teacher-Led,Hands-On History Adventure,This year my goal is to use sports equipment to build confidence and curiosity in my students.,"Music & The Arts, Health & Sports","Special Needs, Mathematics",Grades 9-12,Trips,$738.81,2015-06-23,Fully Funded,2015-07-28
9463a10eff37439a8a37344c0d002561,2f5fdf21f68447b89c38a3a933f3bbea,82a6fe988e27465ea3a7240de5ca73a5,1,Teacher-Led,Hands-On Geography Adventure,My students need headphones for reading stations to help them succeed in the classroom this year.,Applied Learning,"Literacy, Health & Wellness",Grades 9-12,Trips,$250.31,2015-01-31,Fully Funded,2015-03-14
52b367023780474b9516f721f46aaacd,5fa2a15bd65f4407b6bbabe6567fdb88,50dcf7b20e514340b874ef96be1419cf,2,Teacher-Led,Bringing Flexible Seating to Life,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,Math & Science,Performing Arts,Grades 3-5,Sports & Exercise Equipment,$158.39,2014-08-31,Fully Funded,2014-09-03
2fceb44e5a864598b82a827153985661,64497a5d100042a5885a5f7e9422b94e,02d6d9a5c2f3441c815e3d82fed35903,1,Teacher-Led,A New Way to Explore Flexible Seating,"With headphones for reading stations, my students will be able to engage more deeply with the material.","Special Needs, Music & The Arts","Visual Arts, Literacy",Grades PreK-2,Trips,$218.34,2014-12-28,Expired,
0cd320339e83450a9f382018a6c191e8,7ae78771b3724da5b9f3612f38505394,7d67cc6e0538403e8b8290631b46ff28,1,Student-Led,Empowering Learners through Sensory Learning,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,"Math & Science, Literacy & Language",Performing Arts,Grades 9-12,Trips,$75.86,2016-01-18,Fully Funded,2016-02-01
d48e564ff86548119719c60c9e5859e0,b4ed68e86bc34bdba9449f7180289011,65dd0fc0b2d04bf89c95f69211c22d8a,1,Teacher-Led,Growing Minds with Sensory Learning,This year my goal is to use a classroom library to build confidence and curiosity in my students.,"Applied Learning, Literacy & Language","Environmental Science, Special Needs",Grades 3-5,Books,$235.81,2013-02-04,Fully Funded,2013-02-06
eb95fb49b5e54404a43d4658334cbad5,32ed8f2225fc4c64be636104b24ccf03,ceb9a3f01a9e43d39b18521935426ca7,1,Teacher-Led,Growing Minds with History,Our classroom is full of eager learners who would benefit greatly from a set of calculators.,"Music & The Arts, Care & Hunger","Literature & Writing, Literacy",Grades 3-5,Trips,$394.66,2015-02-18,Fully Funded,2015-03-17
4ba033ffa1004b0f9f2c86c6fda3d839,1caf620e258e432ba2650f8cec5313cf,7ae898487e6449738ce17d48864bd5c5,1,Teacher-Led,Hands-On Science Adventure,"With headphones for reading stations, my students will be able to engage more deeply with the material.",Care & Hunger,Health & Wellness,Grades 6-8,Visitors,$107.02,2015-04-19,Fully Funded,2015-05-01
7e177703b8ed41669cb6fbd1415dea8f,bce99d4b72fe465ca4d805b9a6954bf0,433695cb3d93418b954c85473d9950e3,2,Teacher-Led,Hands-On Physical Education Adventure,My students need a set of calculators to help them succeed in the classroom this year.,Applied Learning,Literature & Writing,Grades 3-5,Sports & Exercise Equipment,$171.61,2015-09-08,Fully Funded,2015-10-27
18f1daa8eed84485b1855e087086116a,a809c7255b9a4e368a4f4bf78f9b8ca3,c7392a457a6a4632bc313ce93ec8a7c5,2,Student-Led,Empowering Learners through Music,My students need new books to help them succeed in the classroom this year.,"Literacy & Language, Applied Learning",Visual Arts,Grades PreK-2,Books,$532.40,2015-07-02,Live,
ebf1f5b86ac44a78ba9a48dbb2110ea5,b50483cfce9c47cb8fdb25c878f311bd,fb3bfc275cdb4b308f7a654df85d56a4,1,Teacher-Led,Empowering Learners through Math,This year my goal is to use art supplies to build confidence and curiosity in my students.,"Health & Sports, Special Needs",Gym & Fitness,Grades 3-5,Sports & Exercise Equipment,$123.42,2015-03-07,Fully Funded,2015-04-21
df48bdb15066479b94ed6f30b9fe711e,c225a3ae0de048c6ae7739a20933038b,8e00f48c9f7d43a798dfdcc5cf279e61,1,Teacher-Led,Growing Minds with Writing,This year my goal is to use a set of calculators to build confidence and curiosity in my students.,Special Needs,"Performing Arts, Special Needs",Grades 3-5,Art Supplies,$348.30,2016-11-14,Live,
bce8b6ae9441433ea88f1f41efc5b3f3,8c83bef6033740dbab3ce87e0ca10de5,3206042db5134391bce419fd3455d176,1,Teacher-Led,A New Way to Explore Geography,Our classroom is full of eager learners who would benefit greatly from science kits.,"Math & Science, Applied Learning","Special Needs, Literacy",Grades 6-8,Supplies,$506.10,2017-02-22,Fully Funded,2017-02-26
5c519d63d2e84f5f8cfae691983494ed,e4a81249f70b49ba8e631705886ad9e3,ae90595f938649dbb5bd001005ad47df,1,Student-Led,A New Way to Explore Physical Education,My students need headphones for reading stations to help them succeed in the classroom this year.,Health & Sports,"Literacy, Mathematics",Grades 3-5,Technology,$119.49,2016-11-29,Fully Funded,2017-01-13
0d184dd6f7d440e08e80823b3eb594dc,755c3327626f45bf8f5fb876bf3256f8,a57b04e6abf444659ad82c76f88a320e,1,Teacher-Led,Empowering Learners through Coding,"With a classroom library, my students will be able to engage more deeply with the material.","Music & The Arts, Health & Sports",Mathematics,Grades PreK-2,Art Supplies,$290.94,2017-09-11,Fully Funded,2017-10-15
a3bd7f3439114d48aff9a963fca5f06a,f8f8aeffe4e04eaf8068e416a0fe2551,9c345eea8f1349188f612e097ae14b97,1,Teacher-Led,Building Skills in STEM,My students need science kits to help them succeed in the classroom this year.,"Math & Science, Special Needs",Health & Wellness,Grades PreK-2,Books,$121.95,2014-04-07,Fully Funded,2014-05-17
445388f799904a2698305427dc58ce64,1b10e848931845ee9ccc1998b6476649,431e65f5dc4b4e63acf4aa020f4d0c73,1,Teacher-Led,A New Way to Explore History,Many of my students come from low income families and science kits would make a huge difference.,"Music & The Arts, Care & Hunger","Mathematics, Environmental Science",Grades PreK-2,Technology,$124.82,2015-10-21,Fully Funded,2015-12-01
c280254fb8684ddca628664c953db8c6,51fe71b6e7ca4b27a3785dd70afd4270,f847a282bc724fcfb46693dc63af6cdc,2,Teacher-Led,Bringing Music to Life,Many of my students come from low income families and science kits would make a huge difference.,Care & Hunger,"Mathematics, Literacy",Grades 3-5,Books,$504.29,2015-04-05,Fully Funded,2015-05-02
fe8bea14b7594e4e8d57e5484b32b316,39af9d3f085e49b0a09b7882a71b76b3,a1d5263fc21040c5bc2e0d7ed14aea78,1,Professional Development,Growing Minds with Music,My students need new books to help them succeed in the classroom this year.,Applied Learning,"Literature & Writing, Applied Sciences",Grades 9-12,Supplies,$363.31,2015-08-27,Expired,
ad5b91ab73a2436f9829f4c64ae77b99,89e0996d2ff74d818ce4c9f0a1254e75,86c6abd453194842a8e2bc60756f8e58,1,Teacher-Led,Building Skills in Flexible Seating,My students need new books to help them succeed in the classroom this year.,"Math & Science, Music & The Arts","Literacy, Performing Arts",Grades 9-12,Sports & Exercise Equipment,$251.23,2014-10-21,Live,
3aa0e5ba2f79437083e47da8dad13791,9963f86ea9fa44af8fbbf8af8a6319da,fdc883dcb5894ae3ad1bb248a01d96e3,1,Teacher-Led,Coding for Every Student,"With new books, my students will be able to engage more deeply with the material.","Special Needs, Literacy & Language","Health & Wellness, Special Needs",Grades PreK-2,Technology,$150.81,2016-11-22,Fully Funded,2016-12-19
9b7e81cb65ee4c2ab2a65ea8b3f17ead,1c6677a6f8144482aa3f122d9c55b879,d58c93f1e9f04872988db043212fc54f,1,Teacher-Led,Building Skills in Art,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Special Needs, Music & The Arts","Applied Sciences, Health & Wellness",Grades 9-12,Sports & Exercise Equipment,$231.42,2016-08-23,Fully Funded,2016-09-06
034296d0bb5944689a7805e72fc0f8fa,c03666f3b2a84c3799d3d70677fcac07,0649584547b44467938b409025d4b556,1,Teacher-Led,Bringing Art to Life,"With new books, my students will be able to engage more deeply with the material.","Math & Science, Music & The Arts","Special Needs, Literature & Writing",Grades PreK-2,Supplies,$206.36,2014-08-21,Fully Funded,2014-08-30
882951f3fcdc45c98701172a65d66470,57c2d69206ba4a03901de3ef192fddcd,2fa2704b69b64ab4bbcf2ddaaaf4828b,2,Teacher-Led,Empowering Learners through Physical Education,Our classroom is full of eager learners who would benefit greatly from a classroom library.,"Special Needs, Applied Learning",Applied Sciences,Grades 6-8,Technology,$224.32,2017-12-23,Fully Funded,2018-01-20
838e9f9c53f14d2b9f96e03dd9b787fa,adb9f90f76444a459aafa474a6ec0749,8fc61b5b9dd14216930132ea5b2e439d,1,Teacher-Led,Building Skills in Writing,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,"Applied Learning, Care & Hunger",Visual Arts,Grades 6-8,"Food, Clothing & Hygiene",$243.59,2017-04-03,Fully Funded,2017-05-08
7303f2039b0845148f5b922a14206519,bd7722eff52d4991887526976f82bd1c,5ba9e961dc474ae7a0478d456ae09c6a,1,Teacher-Led,Empowering Learners through Physical Education,Many of my students come from low income families and a set of calculators would make a huge difference.,"Special Needs, Music & The Arts",Literacy,Grades PreK-2,Art Supplies,$414.11,2017-07-20,Expired,
5db19bfc282d43038ddcf7e19f5d4a51,4a249dfffc56498db514410046bdd6f2,ac7d9a11ac36430e8a5440e591986ee1,2,Teacher-Led,Bringing Music to Life,This year my goal is to use headphones for reading stations to build confidence and curiosity in my students.,"Applied Learning, Math & Science","Applied Sciences, Performing Arts",Grades PreK-2,Instructional Technology,$105.09,2014-08-28,Fully Funded,2014-10-20
ad170186bb8c4f41b1eba8272523c7a0,25a91451b95e4e709b14127e2a46d05c,beb7fff7f2e2430f95115bb9a4c02070,1,Teacher-Led,Building Skills in Art,"With a classroom library, my students will be able to engage more deeply with the material.",Applied Learning,Visual Arts,Grades 6-8,Visitors,$153.12,2016-06-01,Expired,
9c35a338674e4542907b35d0a3aced70,95f9f2ee3a634f3693950427ba5614b0,77936ef656a94ccab822679bd6f8ccb5,1,Teacher-Led,Hands-On STEM Adventure,Our classroom is full of eager learners who would benefit greatly from science kits.,"Special Needs, Health & Sports","Literacy, Performing Arts",Grades 9-12,Supplies,$231.98,2017-08-17,Fully Funded,2017-09-19
dd25d2338d1d4632ba96a278fc3d43b7,15bf571058de48a2ac9a0fea9796ab3d,2e758100bd9749409f5267e427b36174,1,Teacher-Led,Building Skills in Reading,This year my goal is to use sports equipment to build confidence and curiosity in my students.,"Applied Learning, Music & The Arts","Special Needs, Literature & Writing",Grades PreK-2,Technology,$503.00,2017-10-23,Fully Funded,2017-11-24
6c08828ec4e44ad6bc24d1df48f71dff,98c22f83afa5495883166d7ccd6b9468,75c1a9dc0cf94c23b08305c50b4b83fa,1,Teacher-Led,Building Skills in Writing,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Literacy & Language, Care & Hunger",Literacy,Grades PreK-2,Instructional Technology,$225.97,2017-09-06,Fully Funded,2017-10-07
f0e954f8a0944c879bbf0d3ef649b881,12b7d5341f784cef9cf926748219bdd5,71de26c6a6f74c9aab1c0685b4cb6714,1,Teacher-Led,Empowering Learners through Science,My students need a classroom set of tablets to help them succeed in the classroom this year.,"Music & The Arts, Care & Hunger","Environmental Science, Mathematics",Grades PreK-2,Technology,$259.40,2014-12-16,Live,
717ea891ab764d69903565bb43320050,68e2094a06b24890863c563b28e315d6,eebb1970123b45ec90e73a5c8bb32af8,1,Teacher-Led,Reading for Every Student,Many of my students come from low income families and science kits would make a huge difference.,Music & The Arts,"Performing Arts, Literature & Writing",Grades 3-5,Technology,$149.67,2013-09-08,Fully Funded,2013-09-22
900427578d1745f881f201bdd323fd02,12135e43d0864d838f83f8ba84348101,c9619eb8462e4c678baf6d8c44a92525,1,Teacher-Led,Growing Minds with Music,This year my goal is to use sports equipment to build confidence and curiosity in my students.,Literacy & Language,"Performing Arts, Special Needs",Grades PreK-2,Instructional Technology,$235.81,2014-12-10,Fully Funded,2014-12-28
81890a4c4aa14009b3b146de2e10443e,abd5c28bd08d486d9f20cbb499a963ae,61546e78ab034458808402ae567d1831,2,Teacher-Led,Building Skills in Art,"With science kits, my students will be able to engage more deeply with the material.","Special Needs, Literacy & Language",Applied Sciences,Grades 6-8,Art Supplies,$346.68,2014-02-08,Fully Funded,2014-04-03
cb7daf73ab28439a889c439dc5817684,9735abf69f1d45ebbce60c21e04ad917,c62c812d94b54799b468158875b0b5b9,1,Teacher-Led,Bringing Flexible Seating to Life,This year my goal is to use new books to build confidence and curiosity in my students.,"Literacy & Language, Applied Learning",Literature & Writing,Grades 6-8,Technology,$70.77,2013-02-26,Fully Funded,2013-04-04
230973b30e374fc6b36fc907a1817947,1f8030ec3b0647079d3e135c81908d16,12103150bb6b4c3abff0148a0e61e2b9,2,Teacher-Led,Growing Minds with Robotics,"With new books, my students will be able to engage more deeply with the material.",Literacy & Language,"Performing Arts, Environmental Science",Grades 9-12,Supplies,$107.12,2013-04-21,Live,
2c90f0acf0864e10916e71116b40066f,b5245b0b530f4c6d9ad8350c5944eeb6,f1630c603395494b911d3f7d92a980e8,1,Teacher-Led,Bringing Robotics to Life,Many of my students come from low income families and a classroom library would make a huge difference.,"Care & Hunger, Special Needs",Mathematics,Grades PreK-2,Visitors,$300.37,2013-08-07,Fully Funded,2013-09-22
5df983b825744c9e9313d232b194bd8b,028a011713614d5591718c0b64f1ab5e,a77729702c0a4b9da9258fa733a79000,1,Teacher-Led,Bringing Flexible Seating to Life,Our classroom is full of eager learners who would benefit greatly from new books.,Special Needs,Literature & Writing,Grades 6-8,Books,$85.86,2013-02-06,Fully Funded,2013-03-21
1ad1694b155d467cb1c1abc4a8388401,2b88fa087df444c3909e3deec6cc80af,171d4b4e617445c4a58726d4084635aa,1,Teacher-Led,Growing Minds with Geography,My students need new books to help them succeed in the classroom this year.,Applied Learning,"Gym & Fitness, Literacy",Grades PreK-2,Art Supplies,$340.52,2017-11-14,Expired,
0bcf472472bc4185a1c7b85253bc4526,dcf945563b2040e2a87879309e0f09c4,b220379f785a4d7ab4b29f9a5c1e6875,1,Teacher-Led,Building Skills in Art,"With flexible seating options, my students will be able to engage more deeply with the material.","Literacy & Language, Special Needs",Literature & Writing,Grades 6-8,"Food, Clothing & Hygiene",$647.55,2016-04-24,Fully Funded,2016-06-04
af9afa179813487baf4be1a5f3c93629,fa0cc293ec2a4a80b6d19abc8e08cbcf,9ad583174ef84ccfa9f0ad279287b475,1,Teacher-Led,Building Skills in Math,Our classroom is full of eager learners who would benefit greatly from art supplies.,Special Needs,"Special Needs, Applied Sciences",Grades 9-12,Books,$186.05,2015-02-09,Expired,
b85a06727d0940c48c6be40b6336cac2,a90fca0491724b9a9c62e428a78afccb,d9e7eacb49d64b37b38c5b936a1e99cd,1,Teacher-Led,Bringing Geography to Life,My students need a set of calculators to help them succeed in the classroom this year.,"Music & The Arts, Literacy & Language",Special Needs,Grades 6-8,Supplies,$141.65,2015-06-11,Fully Funded,2015-08-01
2e143bbc3be44d0783b360cb14fd6e64,444c8fdd20ff4df88e2e285c783497d5,d1ee6d7989bf42c7a3ad9a3cbb86106e,1,Teacher-Led,Building Skills in Science,"With sports equipment, my students will be able to engage more deeply with the material.",Care & Hunger,Gym & Fitness,Grades 9-12,Sports & Exercise Equipment,$100.90,2015-06-24,Expired,
948ed78c5a7c4a92b9a5c53be1ac1b98,17ed46c14c094ca59e3cc81204cf3fa3,1f82f12568924614bf6d5597cbdc959c,2,Teacher-Led,Empowering Learners through Robotics,This year my goal is to use science kits to build confidence and curiosity in my students.,Applied Learning,Gym & Fitness,Grades 3-5,Supplies,$238.11,2016-05-18,Fully Funded,2016-06-10
599bb7032ff844ab9b91fbee9c447e50,4c5d2f5c37fa405bba3e73f1f2882f0c,e385fa8583c0421a9cf8e8a4222b0bc6,2,Teacher-Led,Hands-On History Adventure,This year my goal is to use art supplies to build confidence and curiosity in my students.,"Health & Sports, Applied Learning","Mathematics, Performing Arts",Grades 3-5,Sports & Exercise Equipment,$259.58,2018-02-11,Fully Funded,2018-03-01
a031ab29aa384b878772ba5cd338d0fa,c270a3f112284621b3ee9d55a9e47d96,ad08d3f7d81a46cd82abb45b3192b11f,1,Teacher-Led,Hands-On Robotics Adventure,My students need a classroom set of tablets to help them succeed in the classroom this year.,"Care & Hunger, Special Needs","Mathematics, Health & Wellness",Grades 6-8,Books,$457.03,2015-06-20,Fully Funded,2015-07-12
10786331777f44f29fbe00c46b8f2aa9,f8c760c563374e318b4de97cee53ec75,9d29c2c4cbe04454a573da36bd5a04b3,1,Teacher-Led,Bringing History to Life,My students need a classroom set of tablets to help them succeed in the classroom this year.,"Care & Hunger, Health & Sports",Mathematics,Grades 6-8,Art Supplies,$443.88,2017-06-29,Fully Funded,2017-07-08
90f6c2065eb9463b8249b557750320fb,dffe98d2c6fd44329f07a4692a351749,1b31da0599c84ccfa722ac62c6164b72,1,Teacher-Led,Building Skills in Flexible Seating,Many of my students come from low income families and a classroom library would make a huge difference.,Math & Science,Visual Arts,Grades 9-12,Visitors,$217.18,2013-10-20,Fully Funded,2013-11-13
2211b8f02e1a4c60ab944bf809743d0b,71405065a5124d7aaccf735cad125212,13ae1abdeb454108be70bce17ae6d36f,1,Student-Led,Building Skills in Robotics,"With a robotics kit, my students will be able to engage more deeply with the material.","Literacy & Language, Music & The Arts",Mathematics,Grades 6-8,Books,$285.48,2016-06-27,Fully Funded,2016-07-25
da2cf12686764d11bf2e2d4c00404ed8,2c3122db3fbb403791f62def9e5eff4c,c9950abea2eb4ce9b55b9ca5e3f4b792,1,Teacher-Led,Science for Every Student,My students need art supplies to help them succeed in the classroom this year.,Special Needs,"Literature & Writing, Environmental Science",Grades PreK-2,Technology,$297.79,2017-12-27,Fully Funded,2018-02-15
