Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
4915ae3251e44cc89cecc607b5d7fb96,classroom library book set,34.0,34.42,Lakeshore Learning Materials
4915ae3251e44cc89cecc607b5d7fb96,apple ipad wi-fi 32gb,30.0,10.89,AKJ Education
4915ae3251e44cc89cecc607b5d7fb96,soft seating cushion,34.0,5.76,AKJ Education
fa3ff0e25f834a82b78fe33fcacf86f9,classroom library book set,9.0,42.21,Blick Art Materials
fa3ff0e25f834a82b78fe33fcacf86f9,apple ipad wi-fi 32gb,1.0,64.4,AKJ Education
fa3ff0e25f834a82b78fe33fcacf86f9,"gaiam kids stay-n-play balance ball, grey",40.0,14.07,Amazon Business
2513d5c8048f4867893538b4e6ce3ac8,sensory fidget tools set,21.0,17.7,School Specialty
2513d5c8048f4867893538b4e6ce3ac8,classroom library book set,32.0,124.81,Lakeshore Learning Materials
2513d5c8048f4867893538b4e6ce3ac8,flexible seating stool,16.0,27.03,Lakeshore Learning Materials
8e9c1705586e4adfa9111508aec9936a,apple ipad wi-fi 32gb,9.0,40.21,Blick Art Materials
8e9c1705586e4adfa9111508aec9936a,privacy partition,14.0,63.17,Amazon Business
8e9c1705586e4adfa9111508aec9936a,hp 11.6 chromebook,34.0,14.83,Woodwind & Brasswind
8e9c1705586e4adfa9111508aec9936a,hp 11.6 chromebook,37.0,44.92,AKJ Education
8e9c1705586e4adfa9111508aec9936a,privacy partition,49.0,12.58,School Specialty
e33c92f811f942cca1a3d3baa0970568,wireless headphones,27.0,18.56,Woodwind & Brasswind
e33c92f811f942cca1a3d3baa0970568,classroom library book set,1.0,28.29,Blick Art Materials
d28a3e9357014c029776e910edd68bc8,apple ipad wi-fi 32gb,46.0,76.75,School Specialty
d28a3e9357014c029776e910edd68bc8,basketballs (set of 6),1.0,43.5,Best Buy Co
d28a3e9357014c029776e910edd68bc8,apple ipad wi-fi 32gb,44.0,5.18,AKJ Education
5b1efee1ada34d4cb7b0de07c1bdf4fd,basketballs (set of 6),45.0,37.97,Best Buy Co
5b1efee1ada34d4cb7b0de07c1bdf4fd,graphing calculator,26.0,26.63,Amazon Business
5b1efee1ada34d4cb7b0de07c1bdf4fd,classroom library book set,24.0,14.47,Amazon Business
5b1efee1ada34d4cb7b0de07c1bdf4fd,basketballs (set of 6),43.0,52.49,Lakeshore Learning Materials
07bdeb65ba064461ac24b3ea128b70ee,privacy partition,13.0,20.79,AKJ Education
07bdeb65ba064461ac24b3ea128b70ee,basketballs (set of 6),37.0,23.0,Woodwind & Brasswind
21797db25ee14411aa6bd75ebd5d55cc,sensory fidget tools set,7.0,5.14,Woodwind & Brasswind
21797db25ee14411aa6bd75ebd5d55cc,microscope for classroom use,47.0,45.46,Blick Art Materials
21797db25ee14411aa6bd75ebd5d55cc,soft seating cushion,32.0,87.78,Best Buy Co
21797db25ee14411aa6bd75ebd5d55cc,apple ipad wi-fi 32gb,3.0,135.2,School Specialty
21797db25ee14411aa6bd75ebd5d55cc,black write and wipe markers,25.0,20.23,Amazon Business
5d1a2c6d50e5409184c4df36318ca62c,"gaiam kids stay-n-play balance ball, grey",46.0,131.82,Discount School Supply
5d1a2c6d50e5409184c4df36318ca62c,classroom library book set,9.0,25.09,School Specialty
5d1a2c6d50e5409184c4df36318ca62c,sensory fidget tools set,41.0,31.11,Woodwind & Brasswind
5d1a2c6d50e5409184c4df36318ca62c,science kit - magnets and motion,39.0,13.19,Blick Art Materials
5d1a2c6d50e5409184c4df36318ca62c,black write and wipe markers,43.0,52.93,School Specialty
9972ffa843c04852be079eacaf4e5489,apple ipad wi-fi 32gb,24.0,10.08,AKJ Education
9972ffa843c04852be079eacaf4e5489,privacy partition,17.0,13.34,Discount School Supply
9972ffa843c04852be079eacaf4e5489,"gaiam kids stay-n-play balance ball, grey",28.0,30.99,School Specialty
9972ffa843c04852be079eacaf4e5489,"gaiam kids stay-n-play balance ball, grey",12.0,15.26,AKJ Education
9972ffa843c04852be079eacaf4e5489,basketballs (set of 6),7.0,64.89,AKJ Education
32c82d981afe46f89e9cf322066af5de,graphing calculator,42.0,27.05,Blick Art Materials
32c82d981afe46f89e9cf322066af5de,"gaiam kids stay-n-play balance ball, grey",33.0,5.28,School Specialty
32c82d981afe46f89e9cf322066af5de,soft seating cushion,8.0,26.66,AKJ Education
32c82d981afe46f89e9cf322066af5de,graphing calculator,37.0,26.98,Lakeshore Learning Materials
b32a6dcd3aba42ff9d4de21c53318c54,black write and wipe markers,46.0,70.69,Blick Art Materials
b32a6dcd3aba42ff9d4de21c53318c54,sensory fidget tools set,35.0,28.21,AKJ Education
b32a6dcd3aba42ff9d4de21c53318c54,privacy partition,41.0,72.76,AKJ Education
b32a6dcd3aba42ff9d4de21c53318c54,privacy partition,48.0,12.78,Blick Art Materials
b32a6dcd3aba42ff9d4de21c53318c54,"gaiam kids stay-n-play balance ball, grey",35.0,11.79,Blick Art Materials
672769afcb7f469aad4021f29ddc2559,graphing calculator,36.0,26.1,AKJ Education
0454b2f215604c5c9b66a196428bcb2b,flexible seating stool,35.0,55.38,School Specialty
0454b2f215604c5c9b66a196428bcb2b,graphing calculator,42.0,14.88,Best Buy Co
0454b2f215604c5c9b66a196428bcb2b,privacy partition,9.0,14.86,AKJ Education
0454b2f215604c5c9b66a196428bcb2b,apple ipad wi-fi 32gb,38.0,20.59,Woodwind & Brasswind
fda3f8b7a65147898e82d960eb39ab02,art easel,36.0,28.59,Blick Art Materials
ec0908b01c084b188d7c27390fd53735,black write and wipe markers,6.0,14.16,AKJ Education
ec0908b01c084b188d7c27390fd53735,hp 11.6 chromebook,14.0,24.86,Discount School Supply
ec0908b01c084b188d7c27390fd53735,hp 11.6 chromebook,25.0,130.66,Blick Art Materials
ec0908b01c084b188d7c27390fd53735,classroom library book set,21.0,12.81,Discount School Supply
ec0908b01c084b188d7c27390fd53735,apple ipad wi-fi 32gb,36.0,79.61,Woodwind & Brasswind
dca3314a3e94484789afc5ac31d4706f,microscope for classroom use,26.0,3.32,Amazon Business
dca3314a3e94484789afc5ac31d4706f,black write and wipe markers,22.0,23.17,Woodwind & Brasswind
dca3314a3e94484789afc5ac31d4706f,apple ipad wi-fi 32gb,22.0,83.58,Woodwind & Brasswind
f861540cd0a04f69a516b3fc12e3a997,microscope for classroom use,23.0,64.79,Woodwind & Brasswind
494cf033131046f79e4fc5e15dbc046b,apple ipad wi-fi 32gb,8.0,2.91,Discount School Supply
0008d450eb1b484085c763c8d20a1c52,science kit - magnets and motion,38.0,90.71,Amazon Business
0008d450eb1b484085c763c8d20a1c52,classroom library book set,30.0,11.79,Blick Art Materials
3f4c41b4742b4365b916d14cfa6fedd2,classroom library book set,39.0,6.89,Blick Art Materials
3f4c41b4742b4365b916d14cfa6fedd2,basketballs (set of 6),26.0,54.95,Best Buy Co
3f4c41b4742b4365b916d14cfa6fedd2,basketballs (set of 6),1.0,22.72,Woodwind & Brasswind
3f4c41b4742b4365b916d14cfa6fedd2,science kit - magnets and motion,7.0,12.28,Amazon Business
e9c0d829190e436ba607916e13e07b9e,basketballs (set of 6),9.0,24.93,Discount School Supply
e9c0d829190e436ba607916e13e07b9e,sensory fidget tools set,18.0,24.69,Amazon Business
e9c0d829190e436ba607916e13e07b9e,wireless headphones,24.0,20.8,Best Buy Co
e9c0d829190e436ba607916e13e07b9e,science kit - magnets and motion,31.0,148.66,Lakeshore Learning Materials
e9c0d829190e436ba607916e13e07b9e,flexible seating stool,6.0,8.61,Lakeshore Learning Materials
dd5c5fbeacc54ed2b4ea0cd3feb19771,classroom library book set,32.0,10.96,AKJ Education
75a17abbe0b44b15aa819c09c39fe420,art easel,32.0,78.19,Best Buy Co
75a17abbe0b44b15aa819c09c39fe420,microscope for classroom use,26.0,18.87,Blick Art Materials
75a17abbe0b44b15aa819c09c39fe420,art easel,27.0,39.29,School Specialty
75a17abbe0b44b15aa819c09c39fe420,flexible seating stool,35.0,92.04,Best Buy Co
75a17abbe0b44b15aa819c09c39fe420,"gaiam kids stay-n-play balance ball, grey",27.0,50.17,Blick Art Materials
f1149160ffd34807a9ea96c9825d2b0a,classroom library book set,39.0,45.5,Woodwind & Brasswind
f1149160ffd34807a9ea96c9825d2b0a,sensory fidget tools set,35.0,15.15,School Specialty
f1149160ffd34807a9ea96c9825d2b0a,"gaiam kids stay-n-play balance ball, grey",19.0,113.35,Discount School Supply
f1149160ffd34807a9ea96c9825d2b0a,graphing calculator,31.0,126.33,Amazon Business
f1149160ffd34807a9ea96c9825d2b0a,sensory fidget tools set,1.0,5.62,School Specialty
23b1b54c6c294593ac5074852aad16cb,hp 11.6 chromebook,1.0,10.02,Lakeshore Learning Materials
23b1b54c6c294593ac5074852aad16cb,hp 11.6 chromebook,31.0,79.63,Amazon Business
126f648963514611981e9d79adbf6b6a,art easel,39.0,19.04,Lakeshore Learning Materials
126f648963514611981e9d79adbf6b6a,soft seating cushion,12.0,32.49,Woodwind & Brasswind
126f648963514611981e9d79adbf6b6a,microscope for classroom use,25.0,24.91,Blick Art Materials
10ac04407c2a47da966be7f6bdec8e20,hp 11.6 chromebook,21.0,34.48,AKJ Education
10ac04407c2a47da966be7f6bdec8e20,"gaiam kids stay-n-play balance ball, grey",4.0,40.83,Discount School Supply
10ac04407c2a47da966be7f6bdec8e20,basketballs (set of 6),36.0,153.08,Lakeshore Learning Materials
10ac04407c2a47da966be7f6bdec8e20,science kit - magnets and motion,4.0,16.02,Blick Art Materials
cc91a39a31a24c5eafd739b279c75d59,science kit - magnets and motion,21.0,47.06,Discount School Supply
cc91a39a31a24c5eafd739b279c75d59,soft seating cushion,37.0,14.74,Woodwind & Brasswind
995a30be59b640c0956f42a5dfd9b480,basketballs (set of 6),26.0,8.76,Blick Art Materials
995a30be59b640c0956f42a5dfd9b480,black write and wipe markers,25.0,72.51,Blick Art Materials
c9612e4128ff424bbfece0113d405491,microscope for classroom use,18.0,34.24,Woodwind & Brasswind
76e5aaa15d2248259f49e4a19c09481f,microscope for classroom use,38.0,43.22,Blick Art Materials
76e5aaa15d2248259f49e4a19c09481f,flexible seating stool,21.0,181.99,School Specialty
76e5aaa15d2248259f49e4a19c09481f,sensory fidget tools set,21.0,15.49,Blick Art Materials
76e5aaa15d2248259f49e4a19c09481f,sensory fidget tools set,2.0,27.35,Discount School Supply
76e5aaa15d2248259f49e4a19c09481f,classroom library book set,24.0,275.65,Woodwind & Brasswind
ac2c1ca568bf4e86929ddf33870f0a40,sensory fidget tools set,15.0,4.31,Blick Art Materials
ac2c1ca568bf4e86929ddf33870f0a40,graphing calculator,2.0,133.53,Discount School Supply
ab8e2f984db0404ba7a43c46982686fd,basketballs (set of 6),39.0,5.46,Blick Art Materials
ab8e2f984db0404ba7a43c46982686fd,privacy partition,11.0,7.9,Blick Art Materials
ab8e2f984db0404ba7a43c46982686fd,basketballs (set of 6),44.0,29.98,AKJ Education
f3576bfd4672468cbf5f600c0c5cda53,apple ipad wi-fi 32gb,35.0,9.23,Discount School Supply
f3576bfd4672468cbf5f600c0c5cda53,black write and wipe markers,6.0,43.75,School Specialty
f3576bfd4672468cbf5f600c0c5cda53,soft seating cushion,1.0,61.66,Best Buy Co
f3576bfd4672468cbf5f600c0c5cda53,soft seating cushion,37.0,14.14,Discount School Supply
f3576bfd4672468cbf5f600c0c5cda53,soft seating cushion,27.0,21.05,Discount School Supply
ba2f35316c2b43d29d9de9f3b78f0721,art easel,12.0,16.41,AKJ Education
e761986d828a4842a071783c1bde0b2a,sensory fidget tools set,22.0,50.26,Lakeshore Learning Materials
e761986d828a4842a071783c1bde0b2a,art easel,20.0,11.46,Blick Art Materials
e761986d828a4842a071783c1bde0b2a,hp 11.6 chromebook,47.0,8.1,AKJ Education
e761986d828a4842a071783c1bde0b2a,basketballs (set of 6),23.0,27.82,Discount School Supply
e761986d828a4842a071783c1bde0b2a,microscope for classroom use,8.0,34.66,Blick Art Materials
4b426dd92c9b47e896fe131e8ede7c6c,microscope for classroom use,49.0,30.99,Discount School Supply
4b426dd92c9b47e896fe131e8ede7c6c,wireless headphones,1.0,114.3,Amazon Business
4b426dd92c9b47e896fe131e8ede7c6c,black write and wipe markers,41.0,53.05,AKJ Education
4b426dd92c9b47e896fe131e8ede7c6c,privacy partition,14.0,48.49,Woodwind & Brasswind
4b426dd92c9b47e896fe131e8ede7c6c,black write and wipe markers,3.0,11.54,Blick Art Materials
93e6d2665ad64e4b9f4c8a7569d17751,art easel,28.0,98.36,Blick Art Materials
93e6d2665ad64e4b9f4c8a7569d17751,microscope for classroom use,26.0,30.11,Discount School Supply
87b4e12741354b72aab63d7f33fdfdd4,wireless headphones,15.0,62.3,AKJ Education
87b4e12741354b72aab63d7f33fdfdd4,apple ipad wi-fi 32gb,27.0,40.77,Blick Art Materials
87b4e12741354b72aab63d7f33fdfdd4,privacy partition,43.0,7.27,Best Buy Co
fd75b4baa2d547efb6e00b09fbeebce5,basketballs (set of 6),5.0,4.88,Woodwind & Brasswind
fd75b4baa2d547efb6e00b09fbeebce5,art easel,28.0,5.23,Blick Art Materials
fd75b4baa2d547efb6e00b09fbeebce5,privacy partition,48.0,205.24,Discount School Supply
f4ce111cac9543a0b9932ddea0d7b37f,hp 11.6 chromebook,27.0,54.75,Woodwind & Brasswind
f4ce111cac9543a0b9932ddea0d7b37f,art easel,25.0,54.72,Best Buy Co
f4ce111cac9543a0b9932ddea0d7b37f,wireless headphones,23.0,124.07,Woodwind & Brasswind
f4ce111cac9543a0b9932ddea0d7b37f,wireless headphones,35.0,5.28,Lakeshore Learning Materials
1b7b44af70de442c989c58fdebe05102,classroom library book set,5.0,20.53,AKJ Education
1b7b44af70de442c989c58fdebe05102,wireless headphones,48.0,101.42,Blick Art Materials
1b7b44af70de442c989c58fdebe05102,black write and wipe markers,10.0,23.34,School Specialty
e31f91ae80614c78b4b911290b99d123,classroom library book set,2.0,34.33,Blick Art Materials
e31f91ae80614c78b4b911290b99d123,"gaiam kids stay-n-play balance ball, grey",10.0,4.56,Woodwind & Brasswind
33885c2991554dc4a39c79bd8c2ad148,basketballs (set of 6),37.0,190.02,Woodwind & Brasswind
33885c2991554dc4a39c79bd8c2ad148,soft seating cushion,47.0,90.79,Best Buy Co
33885c2991554dc4a39c79bd8c2ad148,art easel,17.0,52.49,School Specialty
33885c2991554dc4a39c79bd8c2ad148,"gaiam kids stay-n-play balance ball, grey",30.0,21.61,Discount School Supply
f0becce798504f47b0a5ef0bd19cbe41,wireless headphones,40.0,6.54,Best Buy Co
f0becce798504f47b0a5ef0bd19cbe41,wireless headphones,47.0,24.07,AKJ Education
f0becce798504f47b0a5ef0bd19cbe41,soft seating cushion,47.0,210.3,Woodwind & Brasswind
f0becce798504f47b0a5ef0bd19cbe41,hp 11.6 chromebook,24.0,45.58,School Specialty
f0becce798504f47b0a5ef0bd19cbe41,"gaiam kids stay-n-play balance ball, grey",23.0,133.59,AKJ Education
1f4a5811598148e6988541c06e3d0a47,art easel,7.0,35.57,Best Buy Co
1f4a5811598148e6988541c06e3d0a47,wireless headphones,18.0,81.03,Amazon Business
1f4a5811598148e6988541c06e3d0a47,science kit - magnets and motion,26.0,12.04,Blick Art Materials
1f4a5811598148e6988541c06e3d0a47,black write and wipe markers,38.0,9.62,Blick Art Materials
cb7bb491da904601885fed7a19295e9d,hp 11.6 chromebook,10.0,10.15,Blick Art Materials
cb7bb491da904601885fed7a19295e9d,hp 11.6 chromebook,33.0,13.67,Best Buy Co
cb7bb491da904601885fed7a19295e9d,basketballs (set of 6),28.0,57.28,Discount School Supply
cb7bb491da904601885fed7a19295e9d,privacy partition,10.0,43.84,School Specialty
cb7bb491da904601885fed7a19295e9d,wireless headphones,42.0,6.92,Best Buy Co
fce0990203c44c54bbab36d367f23329,basketballs (set of 6),25.0,26.11,Discount School Supply
fce0990203c44c54bbab36d367f23329,soft seating cushion,46.0,6.77,AKJ Education
fce0990203c44c54bbab36d367f23329,hp 11.6 chromebook,9.0,203.85,AKJ Education
acb198820fc04f8586ae2ec99dc9202b,privacy partition,35.0,49.12,School Specialty
acb198820fc04f8586ae2ec99dc9202b,classroom library book set,12.0,5.51,Lakeshore Learning Materials
acb198820fc04f8586ae2ec99dc9202b,basketballs (set of 6),36.0,11.07,School Specialty
acb198820fc04f8586ae2ec99dc9202b,classroom library book set,8.0,18.91,Amazon Business
acb198820fc04f8586ae2ec99dc9202b,basketballs (set of 6),42.0,50.86,Lakeshore Learning Materials
f6c4da3d25d94c7f9886b60665169eb6,apple ipad wi-fi 32gb,8.0,88.12,Amazon Business
1e20d24223064d6298a06beb543b0132,basketballs (set of 6),22.0,26.49,Woodwind & Brasswind
1e20d24223064d6298a06beb543b0132,hp 11.6 chromebook,32.0,145.65,Discount School Supply
1e20d24223064d6298a06beb543b0132,graphing calculator,36.0,92.84,AKJ Education
1e20d24223064d6298a06beb543b0132,sensory fidget tools set,35.0,42.44,Amazon Business
1e20d24223064d6298a06beb543b0132,hp 11.6 chromebook,40.0,14.36,Woodwind & Brasswind
2201e741ebfe4e18ab206b880cbd010f,classroom library book set,28.0,10.39,Woodwind & Brasswind
2201e741ebfe4e18ab206b880cbd010f,hp 11.6 chromebook,7.0,75.96,Woodwind & Brasswind
d24a347c27cf43e1987576a498f171a6,flexible seating stool,28.0,13.73,Best Buy Co
13c667b35108410fa08df47157b07692,sensory fidget tools set,6.0,4.54,School Specialty
13c667b35108410fa08df47157b07692,hp 11.6 chromebook,32.0,90.93,School Specialty
8093c1f4407a4d059730aeb79dc73590,art easel,33.0,7.53,Discount School Supply
8093c1f4407a4d059730aeb79dc73590,wireless headphones,19.0,21.02,Lakeshore Learning Materials
8093c1f4407a4d059730aeb79dc73590,hp 11.6 chromebook,21.0,36.65,Blick Art Materials
74f795994354499d9e39cb7749a50240,science kit - magnets and motion,20.0,43.84,School Specialty
74f795994354499d9e39cb7749a50240,"gaiam kids stay-n-play balance ball, grey",3.0,7.59,School Specialty
74f795994354499d9e39cb7749a50240,privacy partition,16.0,15.29,School Specialty
736dbd512d3148969571fd62dee27aa2,apple ipad wi-fi 32gb,47.0,18.28,Lakeshore Learning Materials
736dbd512d3148969571fd62dee27aa2,privacy partition,21.0,136.5,Blick Art Materials
cb2ccba11e0e4d308059c71b1aae0def,art easel,29.0,71.3,Blick Art Materials
cb2ccba11e0e4d308059c71b1aae0def,science kit - magnets and motion,22.0,6.34,Blick Art Materials
cb2ccba11e0e4d308059c71b1aae0def,science kit - magnets and motion,21.0,19.87,Lakeshore Learning Materials
cb2ccba11e0e4d308059c71b1aae0def,graphing calculator,39.0,12.76,Woodwind & Brasswind
cb2ccba11e0e4d308059c71b1aae0def,graphing calculator,37.0,99.46,Woodwind & Brasswind
098b832bf7eb413bac697cd52fde4c4f,sensory fidget tools set,38.0,39.29,Woodwind & Brasswind
098b832bf7eb413bac697cd52fde4c4f,sensory fidget tools set,37.0,78.11,Best Buy Co
098b832bf7eb413bac697cd52fde4c4f,basketballs (set of 6),19.0,15.38,Lakeshore Learning Materials
098b832bf7eb413bac697cd52fde4c4f,"gaiam kids stay-n-play balance ball, grey",42.0,27.61,School Specialty
4751639009f347d48b44274ff6ecfddb,wireless headphones,21.0,33.3,Discount School Supply
4751639009f347d48b44274ff6ecfddb,basketballs (set of 6),11.0,13.91,Woodwind & Brasswind
4751639009f347d48b44274ff6ecfddb,sensory fidget tools set,2.0,36.28,Lakeshore Learning Materials
c75cc19f156a4defa3eac76362beebd8,classroom library book set,31.0,3.7,Best Buy Co
c75cc19f156a4defa3eac76362beebd8,wireless headphones,15.0,8.77,Best Buy Co
03f3cb3056b24caa85d5140dfeff8aa1,apple ipad wi-fi 32gb,21.0,100.07,AKJ Education
03f3cb3056b24caa85d5140dfeff8aa1,apple ipad wi-fi 32gb,45.0,13.09,Blick Art Materials
03f3cb3056b24caa85d5140dfeff8aa1,soft seating cushion,44.0,10.24,Amazon Business
03f3cb3056b24caa85d5140dfeff8aa1,"gaiam kids stay-n-play balance ball, grey",46.0,45.79,Discount School Supply
9e6be9fbe63d4290979c9ce1ea9c0aa3,black write and wipe markers,48.0,6.84,Woodwind & Brasswind
9e6be9fbe63d4290979c9ce1ea9c0aa3,art easel,38.0,16.35,Best Buy Co
9e6be9fbe63d4290979c9ce1ea9c0aa3,soft seating cushion,12.0,7.28,Best Buy Co
9e6be9fbe63d4290979c9ce1ea9c0aa3,privacy partition,32.0,15.4,AKJ Education
ddd5a8fd015243b98e05957e15d83ac1,science kit - magnets and motion,7.0,64.53,Best Buy Co
ddd5a8fd015243b98e05957e15d83ac1,soft seating cushion,6.0,24.37,AKJ Education
ddd5a8fd015243b98e05957e15d83ac1,black write and wipe markers,37.0,23.68,Lakeshore Learning Materials
ddd5a8fd015243b98e05957e15d83ac1,basketballs (set of 6),27.0,480.76,AKJ Education
db320ab64ce648808dccfc1dc1698282,wireless headphones,47.0,19.16,Woodwind & Brasswind
db320ab64ce648808dccfc1dc1698282,flexible seating stool,40.0,53.27,Woodwind & Brasswind
22082835b9f54ec6af8ea4247c688979,basketballs (set of 6),17.0,15.47,Blick Art Materials
22082835b9f54ec6af8ea4247c688979,soft seating cushion,13.0,33.04,Discount School Supply
22082835b9f54ec6af8ea4247c688979,apple ipad wi-fi 32gb,10.0,35.66,Woodwind & Brasswind
a8985741b3f240bd9d92d17b19035b2d,science kit - magnets and motion,19.0,3.02,Woodwind & Brasswind
a8985741b3f240bd9d92d17b19035b2d,"gaiam kids stay-n-play balance ball, grey",45.0,27.74,Amazon Business
6660395d5a2442589e50c5a2ef986a5e,graphing calculator,5.0,7.82,Woodwind & Brasswind
6660395d5a2442589e50c5a2ef986a5e,flexible seating stool,23.0,146.05,Discount School Supply
389214220ecb490b9480083307d25755,classroom library book set,2.0,21.28,AKJ Education
389214220ecb490b9480083307d25755,microscope for classroom use,9.0,72.31,Blick Art Materials
ff384a66a67843cc9c59575e26ac7c90,graphing calculator,46.0,97.45,Woodwind & Brasswind
ff384a66a67843cc9c59575e26ac7c90,wireless headphones,38.0,79.35,Amazon Business
ff384a66a67843cc9c59575e26ac7c90,apple ipad wi-fi 32gb,5.0,10.39,Blick Art Materials
ff384a66a67843cc9c59575e26ac7c90,microscope for classroom use,32.0,41.17,Discount School Supply
ff384a66a67843cc9c59575e26ac7c90,art easel,6.0,25.68,School Specialty
fd461cc003914dea8b3049606cde0661,science kit - magnets and motion,9.0,68.21,Best Buy Co
fd461cc003914dea8b3049606cde0661,classroom library book set,17.0,7.86,AKJ Education
fd461cc003914dea8b3049606cde0661,graphing calculator,15.0,10.91,Discount School Supply
60a4e8cf214a4fb088c0bbf66e4ffbca,wireless headphones,23.0,5.79,Discount School Supply
60a4e8cf214a4fb088c0bbf66e4ffbca,apple ipad wi-fi 32gb,13.0,17.86,Blick Art Materials
5947b59cec29459a9ef381e83abb7358,science kit - magnets and motion,35.0,22.3,Best Buy Co
89bf82b794414673a60c79e6014e5847,wireless headphones,41.0,34.15,Best Buy Co
89bf82b794414673a60c79e6014e5847,soft seating cushion,24.0,90.71,Blick Art Materials
89bf82b794414673a60c79e6014e5847,flexible seating stool,31.0,10.81,AKJ Education
e320ce16ee5a4387a39db3c1a06d3c7e,soft seating cushion,40.0,68.41,School Specialty
e320ce16ee5a4387a39db3c1a06d3c7e,"gaiam kids stay-n-play balance ball, grey",4.0,18.87,School Specialty
e320ce16ee5a4387a39db3c1a06d3c7e,soft seating cushion,12.0,8.85,Woodwind & Brasswind
e320ce16ee5a4387a39db3c1a06d3c7e,science kit - magnets and motion,13.0,39.47,Woodwind & Brasswind
501fa41adcbb46c6bf415b1fb3e345cd,graphing calculator,4.0,3.47,Best Buy Co
501fa41adcbb46c6bf415b1fb3e345cd,wireless headphones,19.0,39.78,AKJ Education
501fa41adcbb46c6bf415b1fb3e345cd,"gaiam kids stay-n-play balance ball, grey",3.0,21.01,Lakeshore Learning Materials
52e2e4c10482414983d89aeb9c7a0a1d,basketballs (set of 6),17.0,12.95,Amazon Business
52e2e4c10482414983d89aeb9c7a0a1d,wireless headphones,40.0,100.23,AKJ Education
52e2e4c10482414983d89aeb9c7a0a1d,graphing calculator,49.0,28.77,Blick Art Materials
52e2e4c10482414983d89aeb9c7a0a1d,privacy partition,48.0,57.48,Best Buy Co
68c1c8b34e264c499fd1ec5f1549b66f,microscope for classroom use,22.0,14.62,AKJ Education
68c1c8b34e264c499fd1ec5f1549b66f,soft seating cushion,36.0,91.54,Woodwind & Brasswind
68c1c8b34e264c499fd1ec5f1549b66f,science kit - magnets and motion,44.0,45.34,Discount School Supply
f38ad58c9c3a49148b7e7418d1cdf010,soft seating cushion,15.0,89.17,School Specialty
f38ad58c9c3a49148b7e7418d1cdf010,sensory fidget tools set,12.0,17.57,Discount School Supply
2f58c4f799954cf7acc3fa2113e1a75b,flexible seating stool,19.0,38.83,School Specialty
2f58c4f799954cf7acc3fa2113e1a75b,sensory fidget tools set,19.0,37.76,School Specialty
2f58c4f799954cf7acc3fa2113e1a75b,flexible seating stool,19.0,16.69,Lakeshore Learning Materials
2f58c4f799954cf7acc3fa2113e1a75b,privacy partition,40.0,75.17,School Specialty
dacf30e8f7c54b5db0e5f924fe6a0411,"gaiam kids stay-n-play balance ball, grey",44.0,34.03,Amazon Business
dacf30e8f7c54b5db0e5f924fe6a0411,art easel,37.0,47.26,Amazon Business
dacf30e8f7c54b5db0e5f924fe6a0411,hp 11.6 chromebook,27.0,126.75,Woodwind & Brasswind
dacf30e8f7c54b5db0e5f924fe6a0411,microscope for classroom use,42.0,54.19,Best Buy Co
666dc33dd88546729bcbf09977897e75,graphing calculator,22.0,47.36,AKJ Education
666dc33dd88546729bcbf09977897e75,sensory fidget tools set,47.0,26.68,Best Buy Co
666dc33dd88546729bcbf09977897e75,classroom library book set,34.0,12.98,Lakeshore Learning Materials
666dc33dd88546729bcbf09977897e75,sensory fidget tools set,8.0,50.43,AKJ Education
666dc33dd88546729bcbf09977897e75,science kit - magnets and motion,17.0,5.87,AKJ Education
815b12dd418c4734a2f95fdb91a2a6b6,microscope for classroom use,49.0,60.59,Discount School Supply
73c6aba1b6e54514a6631115d67a4b97,basketballs (set of 6),9.0,13.14,School Specialty
73c6aba1b6e54514a6631115d67a4b97,black write and wipe markers,27.0,38.56,Lakeshore Learning Materials
57f2172e2ddf44fca549a04192ad6f2a,soft seating cushion,44.0,68.11,Woodwind & Brasswind
57f2172e2ddf44fca549a04192ad6f2a,basketballs (set of 6),42.0,24.54,Discount School Supply
57f2172e2ddf44fca549a04192ad6f2a,soft seating cushion,39.0,11.03,Best Buy Co
57f2172e2ddf44fca549a04192ad6f2a,hp 11.6 chromebook,34.0,38.35,Discount School Supply
654e5e3dfb7b4cf180672dfc15fa449b,science kit - magnets and motion,20.0,55.53,Woodwind & Brasswind
654e5e3dfb7b4cf180672dfc15fa449b,classroom library book set,45.0,131.43,Blick Art Materials
654e5e3dfb7b4cf180672dfc15fa449b,privacy partition,38.0,34.83,Lakeshore Learning Materials
654e5e3dfb7b4cf180672dfc15fa449b,wireless headphones,29.0,14.62,Discount School Supply
654e5e3dfb7b4cf180672dfc15fa449b,black write and wipe markers,42.0,78.01,Best Buy Co
2a95f727e92d425f91df73ffcdfec2a3,apple ipad wi-fi 32gb,37.0,46.06,School Specialty
978c4d042ce04f9192050019092c3927,black write and wipe markers,33.0,20.26,Woodwind & Brasswind
978c4d042ce04f9192050019092c3927,"gaiam kids stay-n-play balance ball, grey",37.0,33.31,AKJ Education
978c4d042ce04f9192050019092c3927,"gaiam kids stay-n-play balance ball, grey",27.0,17.14,AKJ Education
673d1af5d71249fa99dffc987cba5d80,science kit - magnets and motion,33.0,21.26,Blick Art Materials
673d1af5d71249fa99dffc987cba5d80,classroom library book set,32.0,37.93,Discount School Supply
